Unnamed: 0,Book Title,Book Author,Summary,Genres,String Counts
1342,Eragon,Christopher Paolini," The book starts off with a prologue, describing an encounter in a forest between a Shade (a sorcerer possessed by evil spirits) and three elves, two male and one female. The Shade, named Durza, with the help of twelve sentient horned humanoids called Urgals, kill the two male elves and capture the female elf, Arya. Before she is captured, Arya magically transports a blue stone she was carrying, which is later revealed to be a Dragon egg, to a mountain range called the Spine. The action then jumps to Eragon, a fifteen-year-old boy who lives with his uncle Garrow and cousin Roran on a farm near the village of Carvahall. While hunting in the Spine, Eragon is surprised to see the Dragon egg, which he believes to be a stone, appear in front of him. A few months later, Eragon witnesses a baby Dragon hatch from the egg. Eragon names the Dragon Saphira. He raises the Dragon in secret until two of King Galbatorix's servants, the Ra'zac, come to Carvahall looking for the egg. Eragon and Saphira manage to escape by hiding in the Spine, but Garrow is fatally wounded and the house and farm are burned down by the Ra'zac. Once Garrow dies, Eragon is left with no reason to stay in Carvahall, so he goes after the Ra'zac, seeking vengeance for the destruction of his home and his uncle's death. He is accompanied by Brom, an elderly storyteller, who provides Eragon with the sword Zar'roc and insists on helping him and Saphira. Eragon becomes a Dragon Rider through his bond with Saphira. Eragon is the only known Rider in Alagaësia other than Galbatorix, who, with the help of the now-dead Forsworn, killed the Riders a hundred years ago. On the journey, Brom teaches Eragon sword fighting, magic, the Ancient Language, and the ways of the Dragon Riders. Their travels bring them to the city of Teirm, where they meet with Brom's friend Jeod. Eragon's fortune is told by the witch Angela, and her companion, the Werecat Solembum, gives Eragon some mysterious advice. With Jeod's help, they are able to track the Ra'zac to the southern city of Dras-Leona. Although they manage to infiltrate the city, Eragon encounters the Ra'zac in a cathedral and he and Brom are forced to flee. Later that night, their camp is ambushed by the Ra'zac. A stranger named Murtagh rescues them, but Brom is gravely injured. Knowing that he is about to die, Brom reveals to Eragon that he used to be a Dragon Rider. His Dragon's name was also Saphira, but an Fornsworn named Morzan killed her. Brom then avenged Saphira's death and killed Morzan. After telling Eragon this, Brom dies. Murtagh becomes Eragon's new companion and they travel to the city Gil'ead to find information on how to find the Varden, a group of rebels who want to see the downfall of Galbatorix. While stopping near Gil'ead, Eragon is captured and imprisoned in the same jail that holds a woman he has been having dreams about. When he breaks out of his cell, he discovers that she is an elf. Murtagh and Saphira stage a rescue, and Eragon escapes with the unconscious elf. During the escape, Eragon and Murtagh battle with Durza. Murtagh shoots Durza between the eyes with an arrow, and the Shade disappears in a cloud of mist. After escaping, Eragon contacts the unconscious elf telepathically, and discovers that her name is Arya. She tells them that she was poisoned while in captivity and that only a potion in the Varden's possession can cure her. Arya is able to give directions to the exact location of the Varden: a city called Tronjheim, which sits in the hollow mountain Farthen Dûr. She also adds that they have only four days to reach the Varden or she will die. The group go in search of the Varden, both to save Arya's life and to escape Galbatorix's wrath. When they are traveling to the Varden the group notices a huge unit of Urgals following them. The Urgals are revealed to be larger than normal and are called Kull. On the way, Murtagh reveals that he is Morzan's son. The Kull reach Eragon right outside the Varden's entrance, but are driven off with the help of the Varden, who escort Eragon, Saphira, Murtagh, and Arya to Farthen Dûr. When they arrive in Farthen Dûr, Eragon is led to the leader of the Varden, Ajihad. Ajihad imprisons Murtagh after he refuses to allow his mind to be read to determine if he is a friend or a foe to the Varden. Eragon is told by Ajihad that Durza was not destroyed by Murtagh's well placed arrow, because the only way to kill a Shade is with a stab to the heart. Orik, nephew of the dwarf King Hrothgar, is appointed as Eragon and Saphira's guide. Orik shows them a place to stay and introduces them to Hrothgar. Eragon also meets Ajihad's daughter, Nasuada, and Ajihad's right hand man, Jörmundur. He also runs into Angela and Solembum, who have arrived in Tronjheim, and visits Murtagh in his prison. He is tested by two magicians, The Twins, as well as Arya. Eragon is at last able to rest, but a new invasion is imminent. As the battle begins, the Varden and the dwarves are pitted against an enormous army of Urgals, deployed by Durza and Galbatorix. During the battle, Eragon faces Durza again. Durza, having gravely wounded Eragon's back, is about to capture him but is distracted by Saphira and Arya, who break a large star sapphire Isidar Mithrim on the chamber's ceiling. Durza's attention is diverted long enough for Eragon to stab him in the heart with Zar'roc. After Durza's death, the Urgals are released from a spell which had been placed on them, and begin to fight among themselves. The Varden take advantage of this opportunity to make a counter-attack, forcing off the Urgals. While Eragon is unconscious, someone called 'The Cripple Who Is Whole' contacts him telepathically and tells Eragon to come to him for training in the forest of the Elves, Du Weldenvarden.",Fantasy,7
1835,Feared,Lisa Scottoline,in the new thriller from new york times bestselling author lisa scottoline mary dinunzios ruthless nemesis nick machiavelli is backwith a vengeance when three men announce that they are suing the rosato  dinunzio law firm for reverse sex discriminationclaiming that they were not hired because they were menmary dinunzio and bennie rosato are outraged to make matters worse their one male employee john foxman intends to resign claiming that there is some truth to this case the plaintiffs lawyer is nick machiavelli who has already lost to mary once and is now back with a vengeance determined not to not only win but destroy the firm it soon becomes clear that machiavelli will do anything in his power to achieve his endeven after the case turns deadly the stakes have never been higher for mary and her associates as they try to keep machiavelli at bay solve a murder and save the law firm they loveor they could lose everything theyve worked for told with scottolines trademark gift for twists turns heart and humanity this latest thriller asks the question is it better to be loved or fearedfeared the sixth entry in the acclaimed rosato  dinunzio series expertly explores what happens when we are tempted to give in to our own inner darkness,Crime Fiction,13
7417,Trapped At Sea,Franklin W. Dixon, The Hardy brothers travel from the highways of eastern United States to tropical islands trying to track down truckloads of precious cargo that are being hijacked.,Children's literature,21
2605,The Green Futures of Tycho,William Sleator," The main character is Tycho Tithonus, an 11 year-old boy. Each child in his family is named after a famous artist or scientist and their parents expect them to live up to their names. Tycho himself is named after Sleator's younger brother, who in turn, was named after Tycho Brahe, the Danish astronomer. He finds a pocket sized time machine in the family's garden. He immediately uses it to change some things from the past and to visit the future. But as he travels more and more he realizes that he is turning into something horrible and it becomes a race against time to save all of his family and himself.",Fantasy,7
4710,2240 Return to Planet Earth,Daniela R. Morassutti,did someone order a post apocalyptic story with a side of conspiracies adventures and romance after 25 years asleep in space a crew comes back to earth to see humanity has been wiped out by an invisible radiation is earth survivable is any human alive with the advanced technology of 2240 the postapocalyptic life doesnt seem to be a fight for survival but if humans are alive there will always be chaos,Science Fiction,15
3821,The Purple Cloud,M. P. Shiel," The story, a recording of a medium's meditation over the future writing of the text, details the narrator's (Adam Jeffson's) expedition to the North Pole during the 20th century on board the Boreal. Jeffson's fiancée, the Countess Clodagh, poisons her own cousin in order to secure a place on the ship for Jeffson, because the expedition was known to be one of the best ever planned. A millionaire, who died some years previously, had ordered in his will that he would pay 175,000,000 dollars to the first person standing at the North Pole. Before Jeffson leaves, he hears a sermon by a Scottish priest named Mackay, speaking against Polar research, calling the failure of all previous expeditions the will of God, and prophesying a terrible fate for those who attempt to go against God's will in this. The narrator at the same time remembers his meeting with a man who claimed that the universe is a place of strife between vague ""powers"", ""The White"" and ""The Black"", for dominance. Throughout the events of the polar journey, the narrator gradually discovers that his course has been, for many years, guided by these forces, all the way up to the point where he reaches the pole first. He finds a huge, clear lake of spinning water with a rock island inlaid with inscriptions. Upon seeing this, Jeffson falls into a faint. When he returns to his camp he, along with his dogs, feels nauseous after having smelled a peculiar peach-like odour. He also notices a moving purple cloud, spreading in the far heavens. During the progress of his journey, he discovers dead animals, all without the slightest sign of injury, and he gradually learns of the death of his entire crew on board the Boreal. The ship being fairly easy to operate, he sets out by himself. First he travels towards northern islands, but upon seeing dead of all various races from around the world there (the result of an exodus, escaping the death-bringing cloud) and meeting ships crowded with corpses, he comes instead to the dead continent, walking through London, searching for news of the cloud. Later, he looks for any survivors in shut land mines, but finds all barricades broken through by mad crowds. He travels the country by locomotive wherever possible, using cars for further progress. Later, he goes to the house of Arthur Machen (an actual close friend of Shiel's), whom he finds dead, having been writing a poem until the very end. There, he finds the notebook into which he writes his whole narrative. The later parts of the book describe Jeffson's descent into mad pompousness: adopting Turkish attire, declaring himself monarch and burning down cities (including Paris, Bordeaux, London and San Francisco) for pleasure. He then willingly puts his life into one task, the construction of a huge and colossal golden palace on the isle of Imbros, which he means to dedicate as an altar to God and a palace to himself. He spends seventeen years on the palace, several times abandoning the work, until its completion, when he recognizes the vanity of it. Later, while going through Constantinople, which he also burns down, he stumbles upon a twenty-year-old naked woman who is without the slightest knowledge of anything in the world. She keeps on following him, however he shuns and mistreats her, going as far as throwing her into a locked chamber with her leg bleeding, while he himself goes to sleep on cushions in another part of the house, and many times meditates on killing her. Gradually, he accepts her, but forces her to wear a veil over her mouth. But her speed at learning astonishes him. So he teaches her to speak, read, cook, fish and dress. The girl (who is unable to pronounce ""r"",instead saying ""l"") reveals that she had been living her whole previous life in a cellar below the royal palace of Turkey, and that she knew nothing of the world until she was freed when Jeffson burned down Constantinople. She becomes absorbed in the Bible and declares the humans who sought for riches as ""spoiled"". Jeffson struggles mightily against his growing affection towards the girl, wishing to end the human race. At the very end, when he leaves to go to England, she telephones him about the re-appearance of the Purple Cloud over France. He rushes to her, embracing her as his wife. He concludes his writing by saying that he has accepted his role and that after three weeks have passed no purple cloud has appeared.",Science Fiction,15
2876,The Wolves of Leninsky Prospekt,Sarah Armstrong,shortlisted for the bookmark book festivals book of the year award 2020its 1973 and martha has been sent down from cambridge for distributing leftwing leaflets and doing no work to escape parental disapproval she marries her friend kit posted to moscow by the diplomatic service kit is gay but having a wife could keep him safe in moscow martha struggles to make sense of a difficult but fascinating new world who can she trust who can she even talk to she takes russian lessons makes the wrong friends becomes familiar with a strange and wonderful city and unwittingly becomes a spy,Mystery,7
1292,The Runaway Jury,John Grisham,every jury has a leader and the verdict belongs to him in biloxi mississippi a landmark tobacco trial with hundreds of millions of dollars at stake begins routinely then swerves mysteriously off course the jury is behaving strangely and at least one juror is convinced hes being watched soon they have to be sequestered then a tip from an anonymous young woman suggests she is able to predict the jurors increasingly odd behavior is the jury somehow being manipulated or even controlled if so by whom and more importantly whyfrom the trade paperback edition,Crime Fiction,13
2045,Indelible,Karin Slaughter,an officer is shot pointblank in the grant county police station and police chief jeffrey tolliver is wounded setting off a terrifying hostage situation with medical examiner sara linton at the center working outside the station lena adams newly reinstated to the force and frank wallace jeffreys second in command must try to piece together who the shooter is and how to rescue their friends before jeffrey dies for the sins of the past have caught up with sara and jeffrey  with a vengeance ,Crime Fiction,13
969,The Magic of Oz,L. Frank Baum," At the top of Mount Munch, lives a group of people known as the Hyups. One of their numbers, a Munchkin named Bini Aru, discovered a method of transforming people and objects by merely saying the word ""Pyrzqxgl"". After Princess Ozma decreed that no one could practice magic in Oz except for Glinda the Good Witch and the Wizard of Oz, Bini wrote down the directions for pronouncing ""Pyrzqxgl"" and hid them in his magical laboratory. When Bini and his wife are at a fair one day, their son Kiki Aru, who thirsts for adventure, finds the directions and afterwards transforms himself into a hawk and visits various countries outside the land of Oz. When he alights in the land of Ev, Kiki Aru learns that he needs money to pay for a night's lodging (versus Oz, where money is not used at all) and changes himself into a magpie to steal a gold piece from an old man. A sparrow confronts the then-human Kiki Aru with knowledge of the theft, and Kiki says that he did not know what it was like to be wicked before, he is glad that he is now. This conversation is overheard by Ruggedo, the Nome who was exiled to the Earth's surface in Tik-Tok of Oz, and he sees through Kiki Aru's power a chance to get revenge on the people of Oz. Kiki changes himself and Ruggedo into birds and they fly over the Deadly Desert into the Land of Oz. They enter Oz as animals to escape detection by Glinda and to recruit an army of conquest from the country's wild animal population. When they first appear in the Forest of Gugu in the Gillikin Country, Kiki changes himself and Ruggedo into Li-Mon-Eags (fictional creatures with the heads of lions, the bodies of monkeys, and the wings of eagles as well as having the tails of donkeys) and lies that they've seen the people of the Emerald City plan to enslave the animal inhabitants of the Forest. Ruggedo claims that they the Li-Mon-Eags will transform the animals into humans and march on the Emerald City and transform its inhabitants into animals, driving them into the forest. Ruggedo proves their power (for Kiki's the only one who knows ""Pyrzqxgl"") by having Kiki transform one of the leopard king Gugu's advisors, Loo the unicorn, into a man and back again. Gugu offers to meet with the leaders of the other animal tribes to decide on this matter of invasion. Dorothy and the Wizard arrive with the Cowardly Lion and the Hungry Tiger in the Forest of Gugu during this council of war with a request for monkeys to train in time for Ozma's upcoming birthday party. Ruggedo recognizes his old enemies and inspires Kiki to begin transforming people and animals left and right &mdash; including Ruggedo, whom Kiki turns against by transforming him into a goose, a transformation that the Nomes most fears because as a goose he might lay an egg. The Wizard, whom Kiki transformed into a fox, follows the Li-Mon-Eag with his magic bag, the transformed Kiki, deep into the forest where he begins transforming monkeys into giant human soldiers. However, Kiki makes them so big that they cannot move through the trees. The Wizard, however, heard how to correctly pronounce ""Pyrzqxgl"" and first stops Kiki and Ruggedo by transforming them into a walnut and a hickory nut. Then the Wizard resumes his rightful form and changes Dorothy, the Cowardly Lion, the Hungry Tiger, and Gugu back to their forms, and he agrees to change the soldiers back into monkeys. The Wizard recruits several of the grateful monkeys and shrinks them down to bring back to the Emerald City and train. On arriving there, Dorothy and the Wizard are dispatched to a magic island where Cap'n Bill and Trot went to get a magic flower for Ozma's birthday. However, the island itself causes anything living that touches it to take root there, and that is how the sailor and his friend are found when Dorothy and the Wizard arrive. The Wizard uses ""Pyrzqxgl"" to change Cap'n Bill and Trot into honeybees which narrowly avoid being eaten by the Cowardly Lion and the Hungry Tiger. When they are human again, Cap'n Bill retrieves the flower by strapping a wood plank onto his good leg, walks with that and his wooden leg onto the island, and retrieves the flower. Back at the Emerald City, Ozma and her friends celebrate her birthday (though without quite the pomp and fanfare from The Road to Oz) and then decide how to deal with the evil magicians transformed into nuts. The Wizard uses ""Pyrzqxgl"" to change them back to Kiki Aru and Ruggedo and make them thirsty enough to drink the Water of Oblivion, which will make them forget all that they have ever known. The now-blank slate Kiki Aru and Ruggedo will live in the Emerald City and learn to be good and kind.",Children's literature,21
3259,Firewall,Henning Mankell,a body is found at an atm the apparent victim of heart attack then two teenage girls are arrested for the brutal murder of a cab driver the girls confess to the crime showing no remorse whatsoever two open and shut cases at first these two incidents seem to have nothing in common but as wallander delves deeper into the mystery of why the girls murdered the cab driver he begins to unravel a plot much more involved complicated than he initially suspected the two cases become one and lead to conspiracy that stretches to encompass a world larger than the borders of sweden,Mystery,7
413,Chaos,James Gleick,a work of popular science in the tradition of stephen hawking and carl sagan james gleicks groundbreaking bestseller chaos introduces his readership to chaos theory one of the most significant waves of scientific knowledge in our time from edward lorenzs discovery of the butterfly effect to mitchell feigenbaums calculation of a universal constant to benoit mandelbrots concept of fractals which created a new geometry of nature gleicks engaging narrative focuses on the key figures whose genius converged to chart an innovative direction for science in chaos gleick makes the story of chaos theory not only fascinating but also accessible to beginners and opens our eyes to a surprising new view of the universe,Non-fiction,11
1672,To Kill a Witch,Bill Knox,a thane and moss mystery when a corpse is fished out of the river clyde cid inspectors colin thane and phil moss are confronted with several problems in the first place margaret barclay was certainly murdered  strangled to be precise secondly she came from monkswalk an affluent and statusconscious suburb where police officers are about as welcome as tax inspectors and third she was the friendly neighborhood witch thane and moss find themselves confronting a maze of contradictory facts concealed motives and outright lies until a sudden realization leads them to a strange rite and the cost of folly is paid for in blood,Crime Fiction,13
5415,The Glen,Carla Coon,theres something different about jackson there always was but when the savant six year old begins to suffer catatonic trances both his parents are filled with worry helplessly they watch the episodes which begin with their son going stiff as a board unresponsive and staring into space their frustration grows as they search for answers and doctors are unable to explain the trances the only one who may have the answer is his mother clarice but shes keeping it to herself confronting her fear that jackson may have inherited her ability to see the unseen world and the demons that haunted her childhood will mean admitting her own paranormal past a past she has hidden even from her husband but is clarice the only one who can explain jacksons condition his nanny mrs nicestrum has been with the millers since the day he was born while usually overprotective and suspicious of all strangers nicey is oddly unconcerned over the catatonic spells when john millers construction company expands the tiny family relocates to a remote piece of land in ithaca ny here clarice discovers the glen a slice of sylvan paradise whose borders call to her spirit and touch every extrasensory nerve she ever imagined with no idea destiny has drawn them there and completely unaware of the satanic cult plotting to kill her son clarice must learn the purpose of the glen in order to save him but will discovering the reason her son needs the glen prove as perilous as delivering him to it both a mystery to unravel and a paranormal thriller to excite the glen reads like a photographic negative of the omen with biblical clues that foreshadow the apocalyptic mystery the glen is a classic tale of good versus evil and the first in the glen series by carla coon,Suspense,8
4378,Matter,Iain M. Banks,in a world renowned within a galaxy full of wonders a crime within a war for one brother it means a desperate flight and a search for the one  maybe two  people who could clear his name for his brother it means a life lived under constant threat of treachery and murder and for their sister it means returning to a place shed thought abandoned foreveronly the sister is not what she once was djan seriy anaplian has become an agent of the cultures special circumstances section charged with highlevel interference in civilisations throughout the greater galaxyconcealing her new identity  and her particular set of abilities  might be a dangerous strategy in the world to which anaplian returns nothing is quite as it seems and determining the appropriate level of interference in someone elses war is never a simple matter,Science Fiction,15
2949,The Antarctic Forgery,Kevin Tumlinson, when an ancient map of antarctica is found to be a forgery it reveals an enigma of history and a terrifying modernday threat  for the past two years gail mccarthy has been a constant source of danger and chaos in the lives of dan kotler and his fbi partner roland denzel her vast smuggling empire empowers her to move about in the world without the worry of capture as she spearheads criminal activities on a global scale  guns drugs human traffickingtheres no blackmarket industry she doesnt touch or flatout control and she has the power to continually stay ahead of the worlds top law enforcement agencies  now she has her sights set on a new treasureone that could fuel her rise to the status of a world power and make her invincible  kotler and denzel race the clock to solve the riddle of the antarctic forgery and stop gail from getting her hands on a weapon that hitler himself once coveted  the antarctic forgery is the fifth fulllength novel in the dan kotler archaeological thrillers,Mystery,7
3037,High-Rise,J.G. Ballard,when a class war erupts inside a luxurious apartment block modern elevators become violent battlegrounds and cocktail parties degenerate into marauding attacks on enemy floors in this visionary tale human society slips into violent reverse as oncepeaceful residents driven by primal urges recreate a world ruled by the laws of the jungle,Mystery,7
12648,The Murder Book,Jonathan Kellerman," During a surprise trip to Paris, Alex Delaware's girlfriend Robin announces that she will be working as part of the road crew for a rock music tour, while Alex remains at home. The split is hard on Alex, who uses the time to question his relationship with Robin as well as to start drinking heavily. An enigmatic package arrives at Alex's house containing a photo album of violent photographs depicting victims of various cases. Labeled the Murder Book, Alex's friend, homicide detective Milo Sturgis, inspects the book and is disturbed by the image of the body of a young woman, who had been tortured, strangled and dumped. The murder was one of Milo's first cases as a rookie homicide cop.",Crime Fiction,13
3355,Hatchet,Gary Paulsen,brian is on his way to canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack brian is forced to crashland the plane in a lakeand finds himself stranded in the remote canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure brian had been distraught over his parents impending divorce and the secret he carries about his mother but now he is truly desolate and alone exhausted terrified and hungry brian struggles to find food and make a shelter for himself he has no special knowledge of the woods and he must find a new kind of awareness and patience as he meets each days challenges is the water safe to drink are the berries he finds poisonous slowly brian learns to turn adversity to his advantagean invading porcupine unexpectedly shows him how to make fire a devastating tornado shows him how to retrieve supplies from the submerged airplane most of all brian leaves behind the selfpity he has felt about his predicament as he summons the courage to stay alive a story of survival and of transformation this riveting book has sparked many a readers interest in venturing into the wild,Young adult literature,22
2644,Lethal White,Robert Galbraith|Robert Glenister,22 hours 31 minutesi seen a kid killedhe strangled it up by the horsewhen billy a troubled young man comes to private eye cormoran strikes office to ask for his help investigating a crime he thinks he witnessed as a child strike is left deeply unsettled while billy is obviously mentally distressed and cannot remember many concrete details there is something sincere about him and his story but before strike can question him further billy bolts from his office in a panictrying to get to the bottom of billys story strike and robin ellacottonce his assistant now a partner in the agencyset off on a twisting trail that leads them through the backstreets of london into a secretive inner sanctum within parliament and to a beautiful but sinister manor house deep in the countrysideand during this labyrinthine investigation strikes own life is far from straightforward his newfound fame as a private eye means he can no longer operate behind the scenes as he once did plus his relationship with his former assistant is more fraught than it ever has beenrobin is now invaluable to strike in the business but their personal relationship is much much trickier than that,Mystery,7
870,Kick Kennedy: The Charmed Life and Tragic Death of the Favorite Kennedy Daughter,Barbara Leaming,kathleen kick kennedy was the incandescent lifeforce of the fabled kennedy family her fathers acknowledged favorite of all the children and her brother jacks psychological twin she was the kennedy of kennedys sure of her privilege magnetically charming and somehow not quite like anyone else on whatever stage she happened to grace the daughter of the american ambassador to the court of st jamess kick swept into britains aristocracy like a fresh wind on a sweltering summer day in a decaying world where everything was based on stultifying sameness and similarity she was gloriously exhilaratingly different kick was the girl whom all the boys fell in love with the girl who remained painfully out of reach for most of them to kick everything about this life was fun and amusinguntil suddenly it was not for this is also a story of how a girl like kick a girl who had everything a girl who seemed made for happiness confronted crushing sadness willing to pay the price for choosing the love she wanted she would have to face the consequences of forsaking much that was dear to her,Non-fiction,11
779,The Lazarus Effect,Bill Ransom," The Lazarus Effect continues the story of the planet Pandora that began in The Jesus Incident. The sentient kelp is almost extinct, Ship is gone, there is no more dry land, the majority of humanity is heavily mutated from the genetic experiments performed by Jesus Lewis, and a power-hungry mad man is attempting to control the planet. But the kelp is returning and this time Avata does not remain passive while people refuse to Worship.",Science Fiction,15
791,Capital in the Twenty-First Century,Thomas Piketty|Arthur Goldhammer,what are the grand dynamics that drive the accumulation and distribution of capital questions about the longterm evolution of inequality the concentration of wealth and the prospects for economic growth lie at the heart of political economy but satisfactory answers have been hard to find for lack of adequate data and clear guiding theories in capital in the twentyfirst century thomas piketty analyzes a unique collection of data from twenty countries ranging as far back as the eighteenth century to uncover key economic and social patterns his findings will transform debate and set the agenda for the next generation of thought about wealth and inequalitypiketty shows that modern economic growth and the diffusion of knowledge have allowed us to avoid inequalities on the apocalyptic scale predicted by karl marx but we have not modified the deep structures of capital and inequality as much as we thought in the optimistic decades following world war ii the main driver of inequalitythe tendency of returns on capital to exceed the rate of economic growthtoday threatens to generate extreme inequalities that stir discontent and undermine democratic values but economic trends are not acts of god political action has curbed dangerous inequalities in the past piketty says and may do so againa work of extraordinary ambition originality and rigor capital in the twentyfirst century reorients our understanding of economic history and confronts us with sobering lessons for today,Non-fiction,11
7582,The Clan Corporate,Charles Stross," In this installment, Miriam Beckstein spends most of her time in the first parallel world, a virtual prisoner. She has ruffled enough feathers and stirred up enough trouble that her uncle, the clan's head of security, keeps her well isolated, and unable to travel unchaperoned. At one point in the story, she manages to escape surveillance for a short time, but she quickly gets herself back in trouble, and her activities are strongly circumscribed thereafter. There's a subplot involving Mike Fleming, a cop who dated Miriam a couple of times. Mike has been pulled into a government task force that is investigating the clan's activities and plans with the help of a member of the clan's security apparatus who turned his back on the clan at the end of book two. There are occasional references to the moral and security implications of holding him prisoner outside the criminal justice system, but they are not explored in any depth.",Fantasy,7
960,Plain and Simple: A Journey to the Amish,Sue Bender|Richard Bender,charmingly illustrated and refreshingly spare plain and simple speaks to the seeker in each of usi had an obsession with the amish plan and simple objectively it made no sense i who worked hard at being special fell in love with a people who valued being ordinary so begins sue benders story the captivating and inspiring true story of a harried urban californian moved by the beauty of a display of quilts to seek out and live with the amish discovering lives shaped by unfamiliar yet comforting ideas about time work and community bender is gently coaxed to consider is there another way to lead a good lifeher journey begins in a new york mens clothing store there she is spellbound by the vibrant colors and stunning geometric simplicity of the amish quilts spoke directly to me writes bender somehow they went straight to my heartheeding a persistent inner voice bender searches for amish families willing to allow her to visit and share in there daily lives plain and simple vividly recounts sojourns with two amish families visits during which bender enters a world without television telephone electric light or refrigerators a world where clutter and hurry are replaced with inner quiet and calm ritual a world where a sunny kitchen glows and no distinction was made between the sacred and the everydayin nine interrelated chaptersas simple and elegant as a classic ninepatch amish quiltbender shares the quiet power she found reflected in lives of joyful simplicity humanity and clarity the fastpaced opinionated often frazzled bender returns home and reworks her crazyquilt life integrating the soulsoothing qualities she has observed in the amish and celebrating the patterns in the amish and celebrating the patterns formed by the distinctive patches of her own life,Non-fiction,11
5222,True Blue,David Baldacci,a mysterious highprofile homicide in the nations capital collides with the dark side of national security in david baldaccis new heartstopping thriller true bluemason mace perry was a firebrand cop on the dc police force until she was kidnapped and framed for a crime she lost everything her badge her career her freedomand spent two years in prison now shes back on the outside and focused on one mission to be a cop once more her only shot to be a true blue again is to solve a major case on her own and prove she has the right to wear the uniform even with her police chief sister on her side she has to work in the shadows a vindictive us attorney is looking for any reason to send mace back behind bars then roy kingman enters her liferoy is a young lawyer who aided the poor until he took a highpaying job at a law firm in washington mace and roy meet after he discovers the dead body of a female partner at the firm as they investigate the death they start uncovering surprising secretssoon what began as a fairly routine homicide takes a terrifying and unexpected turn    into something complex diabolical and possibly lethal,Suspense,8
5363,Epic,Conor Kostick," Epic follows the life of a boy named Erik and his involvement in a game called Epic. Epic is a virtual game, but is considered by all the inhabitants of New Earth as much more. A generic fantasy game, Epic echoes World of Warcraft and Everquest, but the entire population of New Earth play the game, as its rewards directly affect their income, social standing and careers. Epic is used to control violence, which, in their society, is illegal and is treated with extreme severity. A growing injustice has emerged in the world, as the game of Epic has progressed to a point where, since the game's currency is used as money in the real world, it is nearly impossible for poor people to actually advance in the game, unless given money by those who inherited wealth and powerful equipment, or finding treasures. Poor citizens of New Earth play their entire life, slowly building up their characters to try to become powerful enough to go to a university to study Epic, or - if they choose - to study fields of real life. If a community wishes to redress a perceived injustice, they may challenge Central Allocations or C. A., which is a powerful, select group of nine individuals that controls all of the world's resources and funds the most powerful characters in the game world. All of the members of C. A. are extremely rich, which results in them having nearly unbeatable characters in the game, especially to the great number of weak players in the game. The challenges are held in a special arena where the various players can attack each other. The challenges are simply a fight to the last man between the two opposing teams. If you win against the Central Allocations team, then you get what you want, be it a new law, a medical procedure, or a material object. If you lose, though, then you lose everything your character owns (including items and money) and you have to begin all over again. Dying in the game outside of the arena where challenges are held also yields the same results, so dying is a disaster, meaning that however many hours you have played are completely wasted, and you have to begin again from scratch. The story opens with Erik determined to obtain revenge for the unjust treatment of his parents. Unknown to Erik, his father, Harald, was exiled because he hit another person (Ragnok, a future member of Central Allocations). Ragnok was trying to assault Harald's wife in a way that is never explained fully in the book, but seems to have some sexual implications. Having escaped from exile, Harald had hidden in a small out-of-the-way community with his wife, during which they have Erik. In order to help his local friends, Harald challenges Central Allocations hoping to remain unknown to them, but his character is identified and he is exiled once more. Before these events, Erik had become fed up with the game, squandering many lives of his avatars in fighting Inry'aat, the Red Dragon, who guards a massive treasure hoard. Most of these attempts are spent trying to figure out a quick way to defeat the dragon. As an expression of his discontent with the world, Erik had gone against convention in making a human female avatar, which he named Cindella and had deliberatly chosen an almost unknown character class, swashbuckler. He put all of his ability points into beauty, which most players consider a waste, as beauty has no benefit in battle. This, incidently, is the cause for the bland, gray characters that predominate in Epic. But curiously, the tale takes a twist and Erik inherits much wealth from his investment in beauty as the game itself begins to respond to his unique avatar. As a result and freed by the plight of his parents from having to play the game in the usual, risk-avoiding grind, Erik dares to dream he can kill the red dragon and with its wealth, challenge the power of C. A. With his friends' help and one of his strategies from studying Inry'aat, the red dragon is indeed slain, and as a result Erik and his friends become some of the richest and most famous characters in all of Epic. Each of the group gains about four million bezants, which amounts to more wealth than they could earn in over a thousand years of normal play. This victory propels the teenagers into a series of unexpected encounters including with an evil vampyre; the Executioner of C. A.; a sinister Dark Elf and the Avatar of the game itself. The Avatar and the vampyre play a central role in the plot, as they are the opposing sides of the persona that the game itself inexplicably developed. The Avatar represents the game's desire to end its existence and save the people of New Earth, while the vampyre reflects its desire to simply continue existing. They balance each other out in the final conflict of the book, leaving Erik to revolutionise his world by ending the game of Epic.",Young adult literature,22
12178,Dwellers in the Mirage,A. Merritt," The novel concerns American Lief Langdon who discovers a warm valley in Alaska. Two races inhabit the valley, the Little People and a branch of an ancient Mongolian race and they worship the evil Kraken named Khalk'ru which they summon from another dimension to offer human sacrifice. The inhabitants recognize Langdon as the reincarnation of their long dead hero, Dwayanu. Dwayanu's spirit possesses Langdon and starts a war with the Little People. Langdon eventually fights off the presence of Dwayanu and destroys the Kraken.",Fantasy,7
